ID,ID_ORIG,SPECIES,VHF_Deploy_ID,UNIQUE_ID,YEAR,DATE_LOC,DATE2,TAG_ID,UTC_OFFSET,UTC,DET_LOC,TIME_LOC,HR_LOC,MIN_LOC,SEC_LOC,LAT,LONG,OUT,SEX,GPS,FREQ,LOCATION,LOCATION2,BRD,DET_,UTM_E,UTM_N,UTM_ZONE,ACTIVITY,ERROR,SCAN_STA,SCAN_STO,TYPE_LOC,CONTACT,OBSERVER,BEARING,DISTANCE,STATUS,DIVING,u_easting,v_northing,u_wind,v_wind,DISTTOPN
4947,8,ASSP,22,ASSP_2004_1550,2004,38194,,1550,7,38194.9906,,16:46:28,16,46,28,34.8952,-121.4424,,,,4302,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4979,40,ASSP,23,ASSP_2004_1552,2004,38221,,1552,7,38221.90323,,14:40:39,14,40,39,33.7296,-119.2942,,,,4241,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4963,24,ASSP,24,ASSP_2004_1575,2004,38203,,1575,7,38203.85426,,13:30:08,13,30,08,34.8824,-121.3051,,,,4223,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4980,41,ASSP,25,ASSP_2004_1584,2004,38221,,1584,7,38221.9049,,14:43:03,14,43,03,33.75,-119.9006,,,,4143,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4981,42,ASSP,26,ASSP_2004_1598,2004,38221,,1598,7,38221.90563,,14:44:06,14,44,06,33.7375,-119.3797,,,,4624,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5012,73,ASSP,27,ASSP_2004_1602,2004,38238,,1602,7,38238.99049,,16:46:18,16,46,18,37.4259,-122.9551,,,,4063,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4982,43,ASSP,28,ASSP_2004_1604,2004,38221,,1604,7,38221.90594,,14:44:33,14,44,33,33.6041,-119.4458,,,,4042,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4983,44,ASSP,29,ASSP_2004_1614,2004,38221,,1614,7,38221.90641,,14:45:14,14,45,14,33.7298,-119.4728,,,,4063,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4948,9,ASSP,30,ASSP_2004_1716,2004,38201,,1716,7,38201.98372,,16:36:33,16,36,33,34.2494,-120.256,,,,4132,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4976,37,ASSP,31,ASSP_2004_1718,2004,38220,,1718,7,38220.85925,,13:37:19,13,37,19,34.3998,-121.1474,,,,4555,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4949,10,ASSP,32,ASSP_2004_1726,2004,38201,,1726,7,38201.98425,,16:37:19,16,37,19,34.3109,-120.242,,,,4202,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4992,53,ASSP,33,ASSP_2004_1734,2004,38222,,1734,7,38222.98645,,16:40:29,16,40,29,34.523,-121.2634,,,,4202,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4998,59,ASSP,34,ASSP_2004_1745,2004,38223,,1745,7,38223.79564,,12:05:43,12,05,43,34.932,-121.3467,,,,4241,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4954,15,ASSP,35,ASSP_2004_1757,2004,38202,,1757,7,38202.94382,,15:39:06,15,39,06,34.6656,-121.0814,,,,4184,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4950,11,ASSP,36,ASSP_2004_1782,2004,38201,,1782,7,38201.98748,,16:41:58,16,41,58,34.416,-120.1452,,,,4323,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4999,60,ASSP,37,ASSP_2004_1783,2004,38223,,1783,7,38223.79793,,12:09:01,12,09,01,35.0221,-121.4612,,,,4233,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4964,25,ASSP,38,ASSP_2004_1860,2004,38203,,1860,7,38203.8712,,13:54:32,13,54,32,34.7076,-121.2697,,,,4184,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4955,16,ASSP,39,ASSP_2004_1921,2004,38202,,1921,7,38202.95326,,15:52:42,15,52,42,34.4684,-121.2154,,,,4555,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4993,54,ASSP,40,ASSP_2004_1971,2004,38222,,1971,7,38223.00016,,17:00:14,17,00,14,34.3271,-120.7067,,,,4843,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5013,74,ASSP,41,ASSP_2004_1993,2004,38238,,1993,7,38239.01388,,17:19:59,17,19,59,37.1473,-122.7821,,,,4642,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5014,75,ASSP,42,ASSP_2004_2030,2004,38238,,2030,7,38239.01591,,17:22:55,17,22,55,36.9977,-122.753,,,,4284,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5015,76,ASSP,43,ASSP_2004_2039,2004,38238,,2039,7,38239.01639,,17:23:36,17,23,36,37.0079,-122.7984,,,,4583,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5016,77,ASSP,44,ASSP_2004_2075,2004,38238,,2075,7,38239.01851,,17:26:39,17,26,39,36.9408,-122.7544,,,,4093,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5017,78,ASSP,45,ASSP_2004_2150,2004,38238,,2150,7,38239.02278,,17:32:48,17,32,48,37.0682,-122.6437,,,,4302,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4956,17,ASSP,46,ASSP_2004_2262,2004,38202,,2262,7,38202.97339,,16:21:41,16,21,41,34.1549,-120.7237,,,,4323,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5018,79,ASSP,47,ASSP_2004_2285,2004,38238,,2285,7,38239.03098,,17:44:37,17,44,37,36.9493,-122.4702,,,,4802,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4957,18,ASSP,48,ASSP_2004_2288,2004,38202,,2288,7,38202.97487,,16:23:49,16,23,49,34.1479,-120.6958,,,,4381,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4969,30,ASSP,49,ASSP_2004_2341,2004,38204,,2341,7,38204.93985,,15:33:23,15,33,23,34.2147,-120.7814,,,,4381,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5019,80,ASSP,50,ASSP_2004_2399,2004,38238,,2399,7,38239.03765,,17:54:13,17,54,13,36.7328,-122.0906,,,,4782,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4958,19,ASSP,51,ASSP_2004_2402,2004,38202,,2402,7,38202.98182,,16:33:49,16,33,49,34.287,-120.244,,,,4202,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5010,71,ASSP,52,ASSP_2004_253,2004,38238,,253,7,38238.90887,,14:48:46,14,48,46,36.8133,-122.3669,,,,4294,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4940,1,ASSP,53,ASSP_2004_259,2004,38191,,259,7,38192.03288,,17:47:21,17,47,21,34.2167,-120.034,,,,4302,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4977,38,ASSP,54,ASSP_2004_285,2004,38221,,285,7,38221.82853,,12:53:05,12,53,05,33.8985,-118.8931,,,,4184,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4984,45,ASSP,55,ASSP_2004_298,2004,38222,,298,7,38222.90112,,14:37:37,14,37,37,34.3128,-120.121,,,,4592,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4985,46,ASSP,56,ASSP_2004_313,2004,38222,,313,7,38222.90191,,14:38:45,14,38,45,34.1999,-120.1748,,,,4323,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4941,2,ASSP,57,ASSP_2004_315,2004,38191,,315,7,38192.03581,,17:51:34,17,51,34,34.1793,-120.1927,,,,4042,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5000,61,ASSP,58,ASSP_2004_326,2004,38232,,326,7,38232.95397,,15:53:43,15,53,43,37.1829,-122.7838,,,,4602,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5001,62,ASSP,59,ASSP_2004_335,2004,38232,,335,7,38232.95448,,15:54:27,15,54,27,37.1341,-122.7497,,,,4782,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5002,63,ASSP,60,ASSP_2004_385,2004,38232,,385,7,38232.95736,,15:58:36,15,58,36,37.0179,-122.5627,,,,4093,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5003,64,ASSP,61,ASSP_2004_392,2004,38232,,392,7,38232.95771,,15:59:06,15,59,06,37.0724,-122.601,,,,4184,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4943,4,ASSP,62,ASSP_2004_394,2004,38193,,394,7,38193.78494,,11:50:19,11,50,19,34.1754,-120.1665,,,,4042,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4959,20,ASSP,63,ASSP_2004_398,2004,38203,,398,7,38203.78425,,11:49:19,11,49,19,34.3743,-120.2238,,,,4202,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5004,65,ASSP,64,ASSP_2004_406,2004,38232,,406,7,38232.9585,,16:00:14,16,00,14,36.9647,-122.4926,,,,4533,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4960,21,ASSP,65,ASSP_2004_410,2004,38203,,410,7,38203.78493,,11:50:18,11,50,18,34.3677,-120.2562,,,,4373,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5005,66,ASSP,66,ASSP_2004_519,2004,38232,,519,7,38232.96508,,16:09:43,16,09,43,36.8714,-122.3704,,,,4063,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4970,31,ASSP,67,ASSP_2004_577,2004,38220,,577,7,38220.79013,,11:57:47,11,57,47,34.4253,-120.8407,,,,4782,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5006,67,ASSP,68,ASSP_2004_626,2004,38232,,626,7,38232.97144,,16:18:52,16,18,52,36.6215,-122.3709,,,,4132,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4961,22,ASSP,69,ASSP_2004_628,2004,38203,,628,7,38203.79782,,12:08:52,12,08,52,34.3927,-120.907,,,,4023,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4962,23,ASSP,70,ASSP_2004_663,2004,38203,,663,7,38203.79978,,12:11:41,12,11,41,34.3608,-120.9438,,,,4042,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4978,39,ASSP,71,ASSP_2004_702,2004,38221,,702,7,38221.8533,,13:28:45,13,28,45,33.3986,-119.1455,,,,4284,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5007,68,ASSP,72,ASSP_2004_718,2004,38232,,718,7,38232.97711,,16:27:02,16,27,02,36.6146,-122.1719,,,,4545,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4965,26,ASSP,73,ASSP_2004_861,2004,38204,,861,7,38204.85132,,13:25:54,13,25,54,35.0007,-121.4203,,,,4132,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4994,55,ASSP,74,ASSP_2004_880,2004,38223,,880,7,38223.74441,,10:51:57,10,51,57,35.7171,-121.8825,,,,4122,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4995,56,ASSP,75,ASSP_2004_894,2004,38223,,894,7,38223.74512,,10:52:58,10,52,58,35.6293,-121.9227,,,,4302,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5008,69,ASSP,76,ASSP_2004_899,2004,38232,,899,7,38232.98802,,16:42:45,16,42,45,36.6608,-122.1271,,,,4373,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4971,32,ASSP,77,ASSP_2004_935,2004,38220,,935,7,38220.81117,,12:28:05,12,28,05,34.9961,-121.2446,,,,4233,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4996,57,ASSP,78,ASSP_2004_942,2004,38223,,942,7,38223.74782,,10:56:52,10,56,52,35.6349,-121.9224,,,,4202,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4951,12,ASSP,79,ASSP_2004_959,2004,38202,,959,7,38202.89635,,14:30:45,14,30,45,35.1322,-121.3623,,,,4023,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4972,33,ASSP,80,ASSP_2004_967,2004,38220,,967,7,38220.81296,,12:30:40,12,30,40,35.0665,-121.3456,,,,4533,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4952,13,ASSP,81,ASSP_2004_972,2004,38202,,972,7,38202.89709,,14:31:49,14,31,49,35.0276,-121.4255,,,,4132,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4973,34,ASSP,82,ASSP_2004_985,2004,38220,,985,7,38220.81402,,12:32:11,12,32,11,35.0106,-121.4218,,,,4323,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
4986,47,ASSP,83,ASSP_2004_992,2004,38222,,992,7,38222.94223,,15:36:49,15,36,49,35.0202,-121.5222,,,,4122,Santa Barabara Island,SABA,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5080,141,ASSP,84,ASSP_2005_1020,2005,38550,,1020,7,38550.9169,,15:00:20,15,00,20,33.5252,-119.6169,,,,5519,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5062,123,ASSP,85,ASSP_2005_1023,2005,38548,,1023,7,38548.7812,,11:44:56,11,44,56,34.2302,-120.796,,,,4205,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5063,124,ASSP,86,ASSP_2005_1033,2005,38548,,1033,7,38548.78177,,11:45:45,11,45,45,34.1036,-120.8811,,,,4280,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5098,159,ASSP,87,ASSP_2005_1036,2005,38551,,1036,7,38551.91027,,14:50:47,14,50,47,34.3362,-121.1884,,,,4343,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5099,160,ASSP,88,ASSP_2005_1046,2005,38551,,1046,7,38551.91079,,14:51:32,14,51,32,34.3356,-121.2266,,,,4019,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5040,101,ASSP,89,ASSP_2005_1073,2005,38546,,1073,7,38546.96392,,16:08:03,16,08,03,35.2839,-121.5304,,,,4456,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5066,127,ASSP,90,ASSP_2005_1127,2005,38549,,1127,7,38549.95998,,16:02:22,16,02,22,34.3064,-120.9722,,,,4632,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5067,128,ASSP,91,ASSP_2005_1138,2005,38549,,1138,7,38549.96057,,16:03:13,16,03,13,34.3546,-120.9886,,,,4019,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5068,129,ASSP,92,ASSP_2005_1146,2005,38549,,1146,7,38549.96098,,16:03:49,16,03,49,34.3278,-120.9675,,,,4180,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5036,97,ASSP,93,ASSP_2005_1277,2005,38545,,1277,7,38545.9049,,14:43:03,14,43,03,33.5035,-119.5809,,,,4707,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5044,105,ASSP,94,ASSP_2005_1345,2005,38547,,1345,7,38547.79169,,12:00:02,12,00,02,35.0795,-121.4958,,,,4456,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5140,201,ASSP,95,ASSP_2005_1358,2005,38554,,1358,7,38554.76843,,11:26:32,11,26,32,34.2315,-120.9884,,,,4019,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5141,202,ASSP,96,ASSP_2005_1377,2005,38554,,1377,7,38554.76939,,11:27:55,11,27,55,34.2638,-120.9247,,,,4083,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5081,142,ASSP,97,ASSP_2005_1383,2005,38550,,1383,7,38550.93785,,15:30:30,15,30,30,33.3766,-119.9839,,,,4719,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5041,102,ASSP,98,ASSP_2005_1390,2005,38546,,1390,7,38546.98272,,16:35:07,16,35,07,35.0412,-121.3023,,,,4170,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5030,91,ASSP,99,ASSP_2005_1396,2005,38544,,1396,7,38544.90329,,14:40:44,14,40,44,34.0955,-120.9024,,,,4280,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5037,98,ASSP,100,ASSP_2005_1457,2005,38545,,1457,7,38545.9156,,14:58:28,14,58,28,33.5427,-119.4509,,,,5506,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5038,99,ASSP,101,ASSP_2005_1467,2005,38545,,1467,7,38545.91609,,14:59:10,14,59,10,33.5658,-119.4523,,,,4083,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5082,143,ASSP,102,ASSP_2005_1494,2005,38550,,1494,7,38550.94431,,15:39:48,15,39,48,33.6919,-119.9231,,,,4170,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5024,85,ASSP,103,ASSP_2005_1497,2005,38538,,1497,7,38538.95627,,15:57:02,15,57,02,34.3642,-121.286,,,,4444,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5069,130,ASSP,104,ASSP_2005_1520,2005,38549,,1520,7,38549.98304,,16:35:35,16,35,35,34.6369,-121.3741,,,,4170,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5045,106,ASSP,105,ASSP_2005_1528,2005,38547,,1528,7,38547.80241,,12:15:28,12,15,28,34.829,-121.335,,,,4170,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5064,125,ASSP,106,ASSP_2005_1538,2005,38548,,1538,7,38548.81199,,12:29:16,12,29,16,34.2297,-119.9487,,,,4170,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5070,131,ASSP,107,ASSP_2005_1589,2005,38549,,1589,7,38549.98699,,16:41:16,16,41,16,34.6179,-121.2155,,,,4620,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5124,185,ASSP,108,ASSP_2005_1618,2005,38553,,1618,7,38553.76256,,11:18:05,11,18,05,34.3431,-120.9874,,,,4456,Santa Rosa Island,SARO,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
5114,175,ASSP,109,ASSP_2005_1683,2005,38552,,1683,7,38552.78789,,11:54:34,11,54,34,35.1591,-121.7141,,,,4444,Prince Island,PRIN,,,,,,,,,,,josh_adams@usgs.gov,Josh Adams,,,,,,,,,
